Flow Duration,Total Backward Packets,FIN Flag Count,PortScan_Predicted,Ground_Label
65025,1,0,0,0
23367,1,0,0,0
69108,1,0,0,0
59935,1,0,0,0
61839,1,0,0,0
45965,1,0,0,0
63821,1,0,0,0
197542,1,0,0,0
48524,1,0,0,0
83155,1,0,0,0
23917,1,0,0,0
95748,1,0,0,0
166934,1,0,0,0
47736,1,0,0,0
23376,1,0,0,0
188119,1,0,0,0
512,1,0,0,0
369112,2,0,0,0
23614,1,0,0,0
483,1,0,0,0
41487,1,0,0,0
46999,1,0,0,0
48072,1,0,0,0
451,1,0,0,0
48441,1,0,0,0
55560817,2,0,0,0
536,1,0,0,0
23739,1,0,0,0
23802,1,0,0,0
23312,1,0,0,0
47435,1,0,0,0
47389,1,0,0,0
72495,1,0,0,0
481,1,0,0,0
57245667,2,0,0,0
47167,1,0,0,0
343367,1,0,0,0
70705,1,0,0,0
69666,1,0,0,0
108025,1,0,0,0
86008,1,0,0,0
23735,1,0,0,0
24141,1,0,0,0
127356,1,0,0,0
57254751,2,0,0,0
23646,1,0,0,0
47735,1,0,0,0
70297,1,0,0,0
142282,1,0,0,0
23807,1,0,0,0
23328,1,0,0,0
85169,1,0,0,0
793,1,0,0,0
23983,1,0,0,0
57452098,2,0,0,0
563,1,0,0,0
445,1,0,0,0
46785,1,0,0,0
23341,1,0,0,0
432,1,0,0,0
50482910,2,0,0,0
72131,1,0,0,0
110615,1,0,0,0
104423723,2,0,0,0
24245,1,0,0,0
59918,1,0,0,0
23724,1,0,0,0
23761,1,0,0,0
23416,1,0,0,0
89133995,2,0,0,0
59170,1,0,0,0
60349,1,0,0,0
24078,1,0,0,0
825,1,0,0,0
450,1,0,0,0
77135,1,0,0,0
23553,1,0,0,0
24482,1,0,0,0
90398975,2,0,0,0
23840,1,0,0,0
24318,1,0,0,0
47726,1,0,0,0
55990175,2,0,0,0
537,1,0,0,0
98972654,2,0,0,0
23667,1,0,0,0
89925,1,0,0,0
75780,1,0,0,0
59854,1,0,0,0
59012,1,0,0,0
71236,1,0,0,0
43173156,2,0,0,0
23450,1,0,0,0
62295,1,0,0,0
156709,1,0,0,0
156624,1,0,0,0
76298,1,0,0,0
137456,1,0,0,0
23235,1,0,0,0
488,1,0,0,0
51462,1,0,0,0
23670,1,0,0,0
62159,1,0,0,0
60031,1,0,0,0
45165702,2,0,0,0
23,0,0,0,0
4115121,1,0,0,0
4411267,1,0,0,0
5118460,1,0,0,0
4419379,1,0,0,0
55884507,6,0,0,0
4937630,1,0,0,0
63447695,2,0,0,0
117338267,19,0,0,0
118118454,14,0,0,0
110404737,16,0,0,0
117829450,29,0,0,0
5425166,1,0,0,0
5425625,1,0,0,0
3921781,1,0,0,0
89226202,21,0,0,0
119783157,22,0,0,0
3977974,4,0,0,0
47673,4,0,0,0
2756,0,0,0,0
24095,2,0,0,0
239,2,0,0,0
24212,2,0,0,0
208,2,0,0,0
24125,2,0,0,0
206,2,0,0,0
24169,2,0,0,0
231,2,0,0,0
49053,2,0,0,0
194,2,0,1,0
76158,2,0,0,0
90436,2,0,0,0
169,2,0,1,0
244,2,0,0,0
71630,2,0,0,0
176,2,0,1,0
255,2,0,0,0
262,2,0,0,0
23821,2,0,0,0
100699,4,0,0,0
171,2,0,1,0
150,2,0,1,0
167,2,0,1,0
157123,2,0,0,0
173,2,0,1,0
59389,2,0,0,0
159,2,0,1,0
137959,2,0,0,0
3278920,4,0,0,0
60298,2,0,0,0
199,2,0,1,0
76699,2,0,0,0
116227,4,0,0,0
173,2,0,1,0
62774,2,0,0,0
171,2,0,1,0
157323,2,0,0,0
91896,2,0,0,0
24334,4,0,0,0
156,2,0,1,0
969,2,0,0,0
199,2,0,1,0
352,2,0,0,0
256,2,0,0,0
158,2,0,1,0
62580,2,0,0,0
201,2,0,0,0
187,2,0,1,0
52695,4,0,0,0
51909,2,0,0,0
180,2,0,1,0
233,2,0,0,0
180,2,0,1,0
172,2,0,1,0
3073005,4,0,0,0
108357,2,0,0,0
60442,2,0,0,0
202,2,0,0,0
1356132,40,0,0,0
198,1,0,0,0
1295608,38,0,0,0
165,1,0,0,0
5211585,3,0,0,0
88675085,20,0,0,0
115652940,14,0,0,0
60282852,16,0,0,0
4990165,1,0,0,0
52662,1,1,1,0
4971933,4,0,0,0
53114,1,0,0,0
4409041,2,0,0,0
61154498,37,0,0,0
5758497,2,0,0,0
116736894,15,0,0,0
4411558,1,0,0,0
190265,21,0,0,0
191228,38,0,0,0
191503,10,0,0,0
190668,27,0,0,0
190736,10,0,0,0
117682452,98,0,0,0
254816,9,0,0,0
272755,25,0,0,0
327825,9,0,0,0
272959,27,0,0,0
327471,9,0,0,0
116723407,33,0,0,0
4976369,1,0,0,0
4976631,1,0,0,0
115720149,55,0,0,0
115720062,49,0,0,0
115720281,46,0,0,0
115719786,44,0,0,0
115719995,49,0,0,0
115719856,48,0,0,0
4976336,1,0,0,0
99989,1,0,0,0
220907,1,0,0,0
220843,1,0,0,0
220980,1,0,0,0
556731,17,0,0,0
119409709,155,0,0,0
25383070,9,0,0,0
26358262,55,0,0,0
5194076,4,0,0,0
2875737,4,0,0,0
23572,1,0,0,0
3886022,4,0,0,0
254,0,0,0,0
23707,1,0,0,0
253,0,0,0,0
23211,1,0,0,0
4937469,1,0,0,0
4,0,0,0,0
62,1,0,1,0
241,2,0,0,0
6,0,0,0,0
88,1,0,1,0
1,0,0,0,0
111774130,18,0,0,0
61,2,0,1,0
87,2,0,1,0
689074,10,0,0,0
94816,1,0,0,0
676074,10,0,0,0
94930,1,0,0,0
994905,3,0,0,0
115442809,20,0,0,0
115930344,49,0,0,0
5344894,6,0,0,0
115458482,31,0,0,0
14630126,12,0,0,0
5337232,7,0,0,0
17451374,12,0,0,0
3932531,9,0,0,0
5933690,7,0,0,0
5922878,6,0,0,0
115974937,28,0,0,0
5839791,7,0,0,0
115929706,24,0,0,0
6039863,7,0,0,0
116198347,21,0,0,0
5783945,4,0,0,0
115860305,17,0,0,0
5686662,5,0,0,0
116808014,14,0,0,0
6039752,6,0,0,0
116198305,19,0,0,0
117540899,31,0,0,0
117303778,16,0,0,0
117708890,28,0,0,0
5254767,7,0,0,0
116506320,15,0,0,0
204525,9,0,0,0
288312,12,0,0,0
116769890,15,0,0,0
255843,7,0,0,0
63752018,46,0,0,0
119258131,40,0,0,0
115943676,14,0,0,0
118980196,16,0,0,0
277625,7,0,0,0
117743325,17,0,0,0
117586897,117,0,0,0
117167408,26,0,0,0
142462,4,0,0,0
227142,4,0,0,0
97545,0,0,0,0
1003622,4,0,0,0
1003508,4,0,0,0
23261,1,0,0,0
114601,0,0,0,0
114587,0,0,0,0
47905,4,0,0,0
47890,4,0,0,0
12423,0,0,0,0
25516,0,0,0,0
3570982,3,0,0,0
172,0,0,0,0
24194,2,0,0,0
196,2,0,1,0
48922,2,0,0,0
51203,2,0,0,0
221,2,0,0,0
348,2,0,0,0
197,2,0,1,0
234,2,0,0,0
190,2,0,1,0
367,2,0,0,0
206,2,0,0,0
46833,2,0,0,0
211,2,0,0,0
202,2,0,0,0
273498,2,0,0,0
61077,2,0,0,0
46993,2,0,0,0
48564,2,0,0,0
194,2,0,1,0
194,2,0,1,0
23708,2,0,0,0
47565,2,0,0,0
201,2,0,0,0
214,2,0,0,0
312,2,0,0,0
173,2,0,1,0
143144,2,0,0,0
207,2,0,0,0
47517,2,0,0,0
171,2,0,1,0
284176,2,0,0,0
83048,2,0,0,0
187,2,0,1,0
50699,2,0,0,0
78829,2,0,0,0
291,2,0,0,0
48774,2,0,0,0
197,2,0,1,0
210,2,0,0,0
166,2,0,1,0
182,2,0,1,0
23941,2,0,0,0
172,2,0,1,0
111898,2,0,0,0
202,2,0,0,0
47443,2,0,0,0
173,2,0,1,0
152,2,0,1,0
48422,2,0,0,0
191,2,0,1,0
223,2,0,0,0
175,2,0,1,0
247,2,0,0,0
200853,2,0,0,0
101850,2,0,0,0
181747,2,0,0,0
23849,2,0,0,0
173,2,0,1,0
207,2,0,0,0
183,2,0,1,0
154,2,0,1,0
23608,2,0,0,0
225,2,0,0,0
217,2,0,0,0
95739,2,0,0,0
48815,2,0,0,0
187,2,0,1,0
185,2,0,1,0
249,2,0,0,0
60746,2,0,0,0
23525,2,0,0,0
93598,2,0,0,0
23948,2,0,0,0
47538,2,0,0,0
155,2,0,1,0
216898,2,0,0,0
50855,2,0,0,0
24416,2,0,0,0
162,2,0,1,0
60259,2,0,0,0
165,2,0,1,0
23666,2,0,0,0
178,2,0,1,0
23979,2,0,0,0
74707,2,0,0,0
24216,2,0,0,0
241,2,0,0,0
24065,2,0,0,0
174,2,0,1,0
46716,2,0,0,0
156,2,0,1,0
100454,2,0,0,0
230,2,0,0,0
167,2,0,1,0
185289,2,0,0,0
182,2,0,1,0
48871,2,0,0,0
178,2,0,1,0
46844,2,0,0,0
52646,2,0,0,0
167,2,0,1,0
336,2,0,0,0
3897776,4,0,0,0
249,2,0,0,0
225,2,0,0,0
23796,2,0,0,0
223,2,0,0,0
346,2,0,0,0
182842,2,0,0,0
203,2,0,0,0
60753,2,0,0,0
24246,2,0,0,0
277164,2,0,0,0
166,2,0,1,0
50385,2,0,0,0
23869,2,0,0,0
181,2,0,1,0
183,2,0,1,0
59289,2,0,0,0
49444,2,0,0,0
243,2,0,0,0
169,2,0,1,0
866,2,0,0,0
25762,2,0,0,0
24058,2,0,0,0
173896,2,0,0,0
47953,2,0,0,0
180,2,0,1,0
264,2,0,0,0
227,2,0,0,0
169,2,0,1,0
23916,2,0,0,0
198,2,0,1,0
173,2,0,1,0
195,2,0,1,0
181132,2,0,0,0
171,2,0,1,0
47278,2,0,0,0
60286,2,0,0,0
165,2,0,1,0
207,2,0,0,0
23875,2,0,0,0
230,2,0,0,0
223,2,0,0,0
234,2,0,0,0
142376,2,0,0,0
48123,2,0,0,0
23767,2,0,0,0
207,2,0,0,0
23957,2,0,0,0
233,2,0,0,0
109755,2,0,0,0
46958,2,0,0,0
60744,2,0,0,0
190,2,0,1,0
191,2,0,1,0
85547,2,0,0,0
257,2,0,0,0
20111,2,0,0,0
185,2,0,1,0
24199,2,0,0,0
234,2,0,0,0
48340,2,0,0,0
43692,2,0,0,0
237,2,0,0,0
48411,2,0,0,0
116148,2,0,0,0
24139,2,0,0,0
168,2,0,1,0
23644,2,0,0,0
11444,2,0,0,0
175,2,0,1,0
98702,2,0,0,0
47423,2,0,0,0
174,2,0,1,0
250,2,0,0,0
212,2,0,0,0
347,2,0,0,0
47463,2,0,0,0
47034,2,0,0,0
223,2,0,0,0
46345,2,0,0,0
23844,2,0,0,0
168,2,0,1,0
192,2,0,1,0
96783,2,0,0,0
23873,2,0,0,0
146,2,0,1,0
50410,2,0,0,0
172,2,0,1,0
214,2,0,0,0
254,2,0,0,0
32728,2,0,0,0
163,2,0,1,0
48823,2,0,0,0
200,2,0,1,0
186,2,0,1,0
48265,2,0,0,0
207,2,0,0,0
202,2,0,0,0
323,2,0,0,0
268,2,0,0,0
59726,2,0,0,0
48176,2,0,0,0
69621,2,0,0,0
64396,2,0,0,0
265,2,0,0,0
62235,2,0,0,0
198257,2,0,0,0
168,2,0,1,0
65577,2,0,0,0
46346,2,0,0,0
202,2,0,0,0
60381,2,0,0,0
48099,2,0,0,0
266,2,0,0,0
24638,2,0,0,0
190,2,0,1,0
96164,2,0,0,0
167310,2,0,0,0
83606,2,0,0,0
23967,2,0,0,0
158,2,0,1,0
239,2,0,0,0
188514,2,0,0,0
5444111,6,0,0,0
15451103,10,0,0,0
5203363,12,0,0,0
6000309,9,0,0,0
121,0,0,0,0
423893,10,0,0,0
5462082,8,0,0,0
110938,0,0,0,0
13,1,0,1,0
119042571,94,0,0,0
94864,1,0,0,0
117544040,11,0,0,0
5283096,6,0,0,0
116457808,114,0,0,0
116457809,85,0,0,0
116457652,72,0,0,0
5293360,4,0,0,0
5292923,4,0,0,0
115429427,24,0,0,0
117596978,16,0,0,0
678495,11,0,0,0
117597926,15,0,0,0
424158,8,0,0,0
118662154,13,0,0,0
65132787,317,0,0,0
106518,7,0,0,0
222018,7,0,0,0
127430,7,0,0,0
221961,8,0,0,0
221838,8,0,0,0
221841,8,0,0,0
310216,7,0,0,0
117544166,30,0,0,0
15022273,5,0,0,0
15022520,5,0,0,0
96210,7,0,0,0
116148453,51,0,0,0
60547855,13,0,0,0
61165985,13,0,0,0
1231657,5,0,0,0
5368912,1,0,0,0
78639,0,0,0,0
118426121,23,0,0,0
5316173,1,0,0,0
26370805,9,0,0,0
5468297,1,0,0,0
5522986,1,0,0,0
19887001,5,0,0,0
18926059,5,0,0,0
19712061,5,0,0,0
22712536,6,0,0,0
5479978,1,0,0,0
20457459,6,0,0,0
5588755,1,0,0,0
5589288,1,0,0,0
22530723,6,0,0,0
68413754,10,0,0,0
95,0,0,0,0
5957859,7,0,0,0
116010333,44,0,0,0
117140679,43,0,0,0
65538661,17,0,0,0
65423412,16,0,0,0
5384180,9,0,0,0
60589808,16,0,0,0
5246389,7,0,0,0
5246365,8,0,0,0
3175742,8,0,0,0
3196294,8,0,0,0
1975241,0,0,0,0
2015383,0,0,0,0
76,0,0,0,0
119,0,0,0,0
5231345,8,0,0,0
124,0,0,0,0
73375,4,0,0,0
13495,0,0,0,0
5105551,1,0,0,0
5758383,5,0,0,0
60386576,13,0,0,0
60746121,13,0,0,0
5615089,7,0,0,0
60905381,14,0,0,0
5991374,6,0,0,0
60982714,14,0,0,0
5857752,6,0,0,0
66115712,19,0,0,0
60956685,11,0,0,0
6,2,1,1,0
60900474,14,0,0,0
115457970,29,0,0,0
60285714,15,0,0,0
5380627,6,0,0,0
60875794,15,0,0,0
5300809,7,0,0,0
19309717,16,0,0,0
3878453,9,0,0,0
115517370,14,0,0,0
115517463,14,0,0,0
5655104,6,0,0,0
119771609,21,0,0,0
190805,4,0,0,0
119115414,16,0,0,0
5301072,6,0,0,0
10394895,14,0,0,0
6060230,4,0,0,0
131,0,0,0,0
11232153,16,0,0,0
6109855,7,0,0,0
10366789,11,0,0,0
11079207,17,0,0,0
121,0,0,0,0
141,0,0,0,0
91,0,0,0,0
5459292,5,0,0,0
60273466,16,0,0,0
569290,33,0,0,0
126518,0,0,0,0
197950,7,0,0,0
72016,0,0,0,0
5632981,5,0,0,0
118141051,17,0,0,0
116878626,17,0,0,0
118898277,16,0,0,0
213175,8,0,0,0
5250232,6,0,0,0
30547,0,0,0,0
117214293,17,0,0,0
61022556,18,0,0,0
23967,0,0,0,0
4,0,0,0,0
3,0,0,0,0
3,0,0,0,0
246,0,0,0,0
315,0,0,0,0
21,1,0,1,0
2951,0,0,0,0
11,0,0,0,0
3,0,0,0,0
60,1,0,1,0
206,1,0,0,0
69,1,0,1,0
85,1,0,1,0
49,1,0,1,0
97,1,0,1,0
3,0,0,0,0
4,0,0,0,0
50,1,0,1,0
3,0,0,0,0
3,0,0,0,0
3,0,0,0,0
4,0,0,0,0
3,0,0,0,0
1,0,0,0,0
6,0,0,0,0
4,0,0,0,0
3,1,0,1,0
19562,1,0,0,0
38,1,0,1,0
5737,0,0,0,0
23,1,0,1,0
3170,0,0,0,0
4441,0,0,0,0
82,1,0,1,0
40,1,0,1,0
52,1,0,1,0
21,1,0,1,0
1945,0,0,0,0
22,1,0,1,0
21,1,0,1,0
3,0,0,0,0
18,1,0,1,0
3,0,0,0,0
16,0,0,0,0
2,0,0,0,0
54,1,0,1,0
3,0,0,0,0
2518,0,0,0,0
999901,0,0,0,0
4863,0,0,0,0
5954,0,0,0,0
4464,0,0,0,0
4527,0,0,0,0
62,1,0,1,0
63,1,0,1,0
22,1,0,1,0
21,1,0,1,0
98,1,0,1,0
3,0,0,0,0
1,0,0,0,0
4,0,0,0,0
289,0,0,0,0
68,1,0,1,0
34,1,0,1,0
229,0,0,0,0
4795,0,0,0,0
5176,1,0,0,0
4,0,0,0,0
2325,0,0,0,0
9828,0,0,0,0
27,1,0,1,0
54,1,0,1,0
65,1,0,1,0
45,1,0,1,0
53,1,0,1,0
18554,0,0,0,0
15231,0,0,0,0
211,0,0,0,0
16328,0,0,0,0
17247,1,0,0,0
3,0,0,0,0
3,0,0,0,0
139,1,0,0,0
181,1,0,0,0
181,1,0,0,0
87,1,0,1,0
61,1,0,1,0
2,0,0,0,0
45,1,0,1,0
46,1,0,1,0
55,1,0,1,0
4,0,0,0,0
998983,0,0,0,0
4,0,0,0,0
999194,0,0,0,0
3,0,0,0,0
65,1,0,1,0
49506,1,0,0,0
29,1,0,1,0
4,0,0,0,0
6705,0,0,0,0
223,1,0,0,0
19,1,0,1,0
74,1,0,1,0
52,1,0,1,0
26,1,0,1,0
78,1,0,1,0
83,1,0,1,0
28,1,0,1,0
11370,1,0,0,0
64,1,0,1,0
112360825,0,0,0,0
103,1,0,0,0
255,0,0,0,0
15,1,0,1,0
1,0,0,0,0
773,0,0,0,0
4,0,0,0,0
52,1,0,1,0
87,1,0,1,0
202,0,0,0,0
24,1,0,1,0
55,1,0,1,0
1303,1,0,0,0
3,0,0,0,0
4,0,0,0,0
3,0,0,0,0
204,0,0,0,0
274,0,0,0,0
377,0,0,0,0
260,0,0,0,0
192051,3,0,0,0
11300,0,0,0,0
4,0,0,0,0
268,1,0,0,0
47,1,0,1,0
24,1,0,1,0
17939,0,0,0,0
3,0,0,0,0
44,0,0,0,0
3,0,0,0,0
21,1,0,1,0
30,1,0,1,0
3,0,0,0,0
3,0,0,0,0
1,0,0,0,0
4,0,0,0,0
249,1,0,0,0
2,0,0,0,0
63,1,0,1,0
3,0,0,0,0
3,0,0,0,0
47,1,0,1,0
3807,0,0,0,0
21,1,0,1,0
3,0,0,0,0
3,0,0,0,0
3,0,0,0,0
4,0,0,0,0
3,0,0,0,0
18018,0,0,0,0
3,0,0,0,0
3,0,0,0,0
203,0,0,0,0
17013,0,0,0,0
56,1,0,1,0
4,0,0,0,0
209,1,0,0,0
197,1,0,0,0
197,1,0,0,0
209,1,0,0,0
51,1,0,1,0
100962,1,0,0,0
98,1,0,1,0
295,0,0,0,0
265,0,0,0,0
49,1,0,1,0
3,0,0,0,0
417,0,0,0,0
61,1,0,1,0
29,1,0,1,0
4,0,0,0,0
297,2,0,0,0
284,2,0,0,0
1,0,0,0,0
23861,2,1,1,0
5167447,1,0,0,0
220,0,0,0,0
5125497,1,0,0,0
469,1,1,1,0
5162347,1,0,0,0
4152301,1,0,0,0
4138208,1,0,0,0
3095834,1,0,0,0
5167912,1,0,0,0
5167665,1,0,0,0
5145482,1,0,0,0
4083737,1,0,0,0
4138209,1,0,0,0
1029766,3,0,0,0
4137920,1,0,0,0
4155226,1,0,0,0
14356,1,1,1,0
5125400,1,0,0,0
5125104,1,0,0,0
1029250,3,0,0,0
1029336,3,0,0,0
5545254,1,0,0,0
88461,1,0,0,0
5545399,1,0,0,0
5561328,4,0,0,0
37954,1,0,0,0
5546283,1,0,0,0
4551662,1,0,0,0
4564368,2,0,0,0
5545684,1,0,0,0
16185,0,0,0,0
4608037,1,0,0,0
138,1,0,0,0
6536605,1,0,0,0
166,1,0,0,0
5564547,1,0,0,0
6564148,1,0,0,0
400,1,0,0,0
5564166,1,0,0,0
1692110,24,0,0,0
48,0,0,0,0
389,2,0,0,0
321,2,0,0,0
311,2,0,0,0
262,2,0,0,0
260,2,0,0,0
51319,2,0,0,0
47455,2,0,0,0
24493,2,0,0,0
1,0,0,0,0
12243,6,0,0,0
122003,25,0,0,0
51,2,0,1,0
3737942,4,0,0,0
4739204,4,0,0,0
287,0,0,0,0
23569,1,0,0,0
4564079,2,0,0,0
60406649,9,0,0,0
38946,1,0,0,0
38985,1,0,0,0
36735,1,0,0,0
38833,1,0,0,0
36987,1,0,0,0
5548241,4,0,0,0
22000,1,0,0,0
6683,1,1,1,0
51027,1,0,0,0
46244,1,0,0,0
5563894,1,0,0,0
51020,1,0,0,0
50771,1,0,0,0
50240,1,0,0,0
51162,1,0,0,0
117548767,8,0,0,0
64259,1,0,0,0
115094999,36,0,0,0
5971203,4,0,0,0
17368966,9,0,0,0
17359309,9,0,0,0
837777,1,0,0,0
167,0,0,0,0
29,0,0,0,0
115866412,18,0,0,0
3,0,0,0,0
47,0,0,0,0
5970440,8,0,0,0
5970797,8,0,0,0
30464462,15,0,0,0
30466005,14,0,0,0
60346255,20,0,0,0
60516914,45,0,0,0
61514113,33,0,0,0
61515461,26,0,0,0
61515147,38,0,0,0
61515354,30,0,0,0
61516067,31,0,0,0
61515689,43,0,0,0
61516912,29,0,0,0
5477365,6,0,0,0
5476959,6,0,0,0
60083211,19,0,0,0
60374003,21,0,0,0
60348399,29,0,0,0
60581340,22,0,0,0
61022842,32,0,0,0
24,0,0,0,0
394,2,0,0,0
366,2,0,0,0
279,2,0,0,0
269,2,0,0,0
399,2,0,0,0
301,2,0,0,0
265,2,0,0,0
263,2,0,0,0
264,2,0,0,0
262,2,0,0,0
323,2,0,0,0
299,2,0,0,0
266,2,0,0,0
214,2,0,0,0
199,2,0,1,0
331,2,0,0,0
390,2,0,0,0
1227,2,0,0,0
24208,2,0,0,0
235,2,0,0,0
242,2,0,0,0
196,2,0,1,0
23769,2,0,0,0
160,2,0,1,0
21010,2,0,0,0
210,2,0,0,0
154,2,0,1,0
60485,2,0,0,0
20634,2,0,0,0
215,2,0,0,0
168,2,0,1,0
152,2,0,1,0
174,2,0,1,0
183,2,0,1,0
19768,2,0,0,0
223,2,0,0,0
223,2,0,0,0
157,2,0,1,0
221,2,0,0,0
1050,2,0,0,0
322,2,0,0,0
24351,2,0,0,0
22191,2,0,0,0
257,2,0,0,0
169,2,0,1,0
151,2,0,1,0
195,2,0,1,0
159,2,0,1,0
46652,2,0,0,0
278,2,0,0,0
45690,2,0,0,0
47753,2,0,0,0
201,2,0,0,0
19537,2,0,0,0
50992,2,0,0,0
172,2,0,1,0
217,2,0,0,0
24066,2,0,0,0
22001,2,0,0,0
50222,2,0,0,0
25305,2,0,0,0
222,2,0,0,0
201,2,0,0,0
229,2,0,0,0
209,2,0,0,0
285,2,0,0,0
192,2,0,1,0
182,2,0,1,0
231,2,0,0,0
280,2,0,0,0
327,2,0,0,0
60545,2,0,0,0
154,2,0,1,0
223,2,0,0,0
229,2,0,0,0
49449,2,0,0,0
48350,2,0,0,0
202,2,0,0,0
194,2,0,1,0
183,2,0,1,0
248,2,0,0,0
48559,2,0,0,0
51361,2,0,0,0
202,2,0,0,0
261,2,0,0,0
214,2,0,0,0
61478,2,0,0,0
191,2,0,1,0
199,2,0,1,0
155,2,0,1,0
256,2,0,0,0
153,2,0,1,0
259,2,0,0,0
66117,2,0,0,0
283,2,0,0,0
205,2,0,0,0
293,2,0,0,0
169,2,0,1,0
152,2,0,1,0
65989,2,0,0,0
816,2,0,0,0
175,2,0,1,0
60258,2,0,0,0
48928,2,0,0,0
250,2,0,0,0
251,2,0,0,0
324,2,0,0,0
289,2,0,0,0
264,2,0,0,0
274,2,0,0,0
208,2,0,0,0
276,2,0,0,0
349,2,0,0,0
92,0,0,0,0
4610612,9,0,0,0
5056571,5,0,0,0
119615597,20,0,0,0
5763599,5,0,0,0
6923325,7,0,0,0
7553030,13,0,0,0
7052029,52,0,0,0
10719523,14,0,0,0
10089879,8,0,0,0
10089584,8,0,0,0
20310274,9,0,0,0
118370299,145,0,0,0
161,0,0,0,0
182,0,0,0,0
323,0,0,0,0
15325,1,0,0,0
794,0,0,0,0
889,0,0,0,0
215,0,0,0,0
5274015,4,0,0,0
20278368,15,0,0,0
20279653,30,0,0,0
20278076,20,0,0,0
20278337,17,0,0,0
20278062,20,0,0,0
20279477,20,0,0,0
20279880,19,0,0,0
20278877,18,0,0,0
20279070,21,0,0,0
20396308,26,0,0,0
20279536,16,0,0,0
20395649,41,0,0,0
20395872,34,0,0,0
20281475,16,0,0,0
20396917,29,0,0,0
20280573,13,0,0,0
20280818,17,0,0,0
20281130,16,0,0,0
20280793,12,0,0,0
20281813,20,0,0,0
20280287,20,0,0,0
20281885,15,0,0,0
20281496,20,0,0,0
20397812,26,0,0,0
22280122,17,0,0,0
21395033,33,0,0,0
5253976,4,0,0,0
77153800,19,0,0,0
165,0,0,0,0
162,0,0,0,0
179,0,0,0,0
5478648,4,0,0,0
5478209,4,0,0,0
66034967,25,0,0,0
66016094,28,0,0,0
66042982,25,0,0,0
66031569,21,0,0,0
66030039,22,0,0,0
66031351,29,0,0,0
66031517,23,0,0,0
66255973,68,0,0,0
66861208,38,0,0,0
66872494,38,0,0,0
66869889,42,0,0,0
5447959,4,0,0,0
118405642,17,0,0,0
3,0,1,1,0
1448481,15,0,0,0
647762,12,0,0,0
50914,1,0,0,0
51015,1,0,0,0
5840429,7,0,0,0
20877934,9,0,0,0
1035709,11,0,0,0
2163992,13,0,0,0
341921,0,0,0,0
104164,1,0,0,0
429727,13,0,0,0
5918570,7,0,0,0
104221,1,0,0,0
5049433,1,0,0,0
116053004,26,0,0,0
5323287,1,0,0,0
115325825,16,0,0,0
5579398,1,0,0,0
65298464,10,0,0,0
6008157,1,0,0,0
11020041,4,0,0,0
6078013,1,0,0,0
15193586,4,0,0,0
591992,0,0,0,0
1743223,1,0,0,0
94637,1,0,0,0
16336,1,0,0,0
5077057,1,0,0,0
116090270,14,0,0,0
115944066,15,0,0,0
116215102,28,0,0,0
5792744,4,0,0,0
10109912,3,0,0,0
12513829,9,0,0,0
5936815,1,0,0,0
115940599,16,0,0,0
115940658,16,0,0,0
115922390,14,0,0,0
115912423,17,0,0,0
115934036,16,0,0,0
115912920,14,0,0,0
5651065,1,0,0,0
116654600,25,0,0,0
47083,2,0,0,0
152278,2,0,0,0
47917,2,0,0,0
178982,2,0,0,0
321204,2,0,0,0
330823,2,0,0,0
206635,2,0,0,0
49117,2,0,0,0
203956,2,0,0,0
321101,2,0,0,0
49166,2,0,0,0
48271,2,0,0,0
207415,2,0,0,0
571684,2,0,0,0
24763,2,0,0,0
94271,2,0,0,0
261,2,0,0,0
289,2,0,0,0
250,2,0,0,0
142981,2,0,0,0
261,2,0,0,0
275,2,0,0,0
238,2,0,0,0
106237,2,0,0,0
336,2,0,0,0
229,2,0,0,0
48159,2,0,0,0
214,2,0,0,0
146376,2,0,0,0
301,2,0,0,0
285,2,0,0,0
23844,2,0,0,0
61834,2,0,0,0
84021,2,0,0,0
61267,2,0,0,0
47995,2,0,0,0
227,2,0,0,0
24258,2,0,0,0
272,2,0,0,0
137969,2,0,0,0
60818,2,0,0,0
49648,2,0,0,0
223,2,0,0,0
231,2,0,0,0
286,2,0,0,0
24456,2,0,0,0
72512,2,0,0,0
60823,2,0,0,0
95629,2,0,0,0
48954,2,0,0,0
25245,2,0,0,0
48605,2,0,0,0
50790,2,0,0,0
503,2,0,0,0
25788,2,0,0,0
24910,2,0,0,0
208,2,0,0,0
249,2,0,0,0
219,2,0,0,0
272,2,0,0,0
326,2,0,0,0
100492,2,0,0,0
24047,2,0,0,0
48691,2,0,0,0
250235,2,0,0,0
48143,2,0,0,0
316,2,0,0,0
94431,2,0,0,0
126425,2,0,0,0
47192,2,0,0,0
294,2,0,0,0
555102,2,0,0,0
60521,2,0,0,0
202858,2,0,0,0
24290,2,0,0,0
24602,2,0,0,0
23949,2,0,0,0
93093,2,0,0,0
149655,2,0,0,0
129934,2,0,0,0
47009,2,0,0,0
24342,2,0,0,0
133404,2,0,0,0
198909,2,0,0,0
182153,2,0,0,0
233,2,0,0,0
9501829,4,0,0,0
125805,1,0,0,0
9769787,8,0,0,0
10715910,22,0,0,0
121,0,0,0,0
125869,1,0,0,0
11160918,44,0,0,0
10424002,51,0,0,0
10425273,57,0,0,0
10425699,58,0,0,0
10424507,50,0,0,0
10562278,139,0,0,0
125795,1,0,0,0
124271,1,0,0,0
124204,1,0,0,0
124225,1,0,0,0
124275,1,0,0,0
