Flow Duration,Flow Bytes/s,Fwd Packets/s,DDoS_Predicted,Ground_Label
326267,2072,12,0,0
491207,1496,10,0,0
995821,9105,9,0,0
975638,9285,8,0,0
166477,16279,18,0,0
166256,16300,18,0,0
166196,16306,18,0,0
15705,764,127,0,0
179759,15076,17,0,0
60936,295,49,0,0
46986,255,43,0,0
60112,200,33,0,0
5181620,2,1,1,0
5240596,2,1,1,0
159826,34569,81,0,0
12864,933,78,0,0
20154020,247,0,1,0
1776997,1982,4,1,0
1743635,4015,6,1,0
837995,3970,8,0,0
967363,12157,9,0,0
762516,4462,10,0,0
960343,12262,9,0,0
388053,8684,18,0,0
365999,9208,16,0,0
363734,9265,16,0,0
3464823,0,0,1,0
224497,53,13,0,0
84,0,11905,0,0
52,0,19231,0,0
4,31000000,500000,1,0
82,292683,12195,0,0
5,3600000,600000,0,0
84,214286,11905,0,0
1776505,2619,5,1,0
95125,0,11,0,0
1239748,3753,7,1,0
95021,0,11,0,0
1015092,4173,7,1,0
320,37500,6250,0,0
735494,2296,7,0,0
796629,3097,6,0,0
214,56075,9346,0,0
1284,9346,1558,0,0
5489990,141,1,1,0
6000677,2,0,1,0
83755848,15,0,1,0
83950266,73,0,1,0
88185127,56914,19,1,0
276842,607,7,0,0
255750,1110,8,0,0
165,1018182,12121,0,0
971460,336,2,0,0
270135,1081,7,0,0
100866,1705,20,0,0
182,945055,10989,0,0
174,1057471,11494,0,0
23664,12170,85,0,0
47070,6883,42,0,0
240197,999,8,0,0
174,1195402,11494,0,0
288,1166667,6944,0,0
50265,4377,40,0,0
214,1570093,9346,0,0
219,1333333,9132,0,0
100163,2276,20,0,0
206,1398058,9709,0,0
52850,4920,38,0,0
159,1433962,12579,0,0
164,1121951,12195,0,0
49785,4178,40,0,0
192,1500000,10417,0,0
94418,2415,21,0,0
217,1345622,9217,0,0
241,1394191,8299,0,0
173,1664740,11561,0,0
171,1380117,11696,0,0
244419,23468,33,0,0
85944986,321,0,1,0
996521,18,3,0,0
997914,18,3,0,0
60112384,38,0,1,0
83605400,67,0,1,0
126,95238,15873,0,0
24148,19380,83,0,0
362,1569061,5525,0,0
96646,7326,21,0,0
214,971963,9346,0,0
26038,15132,77,0,0
2,306000000,1000000,1,0
31585,631661,475,0,0
162633,4181,111,0,0
76,236842,13158,0,0
1000130,18,3,1,0
179,67039,11173,0,0
61,196721,32787,0,0
88,136364,22727,0,0
110398300,120,0,1,0
977,408393,5118,0,0
48,250000,41667,0,0
88,0,11364,0,0
15606,0,128,0,0
191,94241,10471,0,0
67,552239,44776,0,0
51,0,19608,0,0
38,315789,26316,0,0
92,130435,10870,0,0
16595,10244,181,0,0
202,212871,9901,0,0
1,37000000,2000000,1,0
4,9250000,500000,0,0
3,12300000,666667,1,0
4,9250000,500000,0,0
40,300000,25000,0,0
92,130435,10870,0,0
101,118812,9901,0,0
47,0,21277,0,0
70,171429,14286,0,0
1,12000000,1000000,1,0
27,444444,37037,0,0
73,164384,13699,0,0
53983,333,56,0,0
1,296000000,2000000,1,0
2,148000000,1000000,1,0
3,98700000,666667,1,0
95,126316,10526,0,0
1,37000000,2000000,1,0
127,94488,7874,0,0
3,10300000,666667,1,0
3,12300000,666667,1,0
80,150000,12500,0,0
61,0,16393,0,0
14446,415,138,0,0
63,190476,15873,0,0
91,131868,10989,0,0
70,171429,14286,0,0
73,164384,13699,0,0
323,37152,6192,0,0
22,0,45455,0,0
74,162162,13514,0,0
4,9250000,500000,0,0
65,0,15385,0,0
32,375000,31250,0,0
95,126316,10526,0,0
125,96000,8000,0,0
37608,0,53,0,0
103,116505,9709,0,0
109,110092,9174,0,0
52,0,19231,0,0
4,10800000,750000,1,0
51,235294,19608,0,0
107,112150,9346,0,0
99,121212,10101,0,0
104,0,9615,0,0
21,571429,47619,0,0
36,333333,27778,0,0
97,123711,10309,0,0
1919,22408,1563,0,0
49,632653,40816,0,0
102,0,9804,0,0
727,114168,5502,0,0
8299,51572,602,0,0
16676,25666,300,0,0
28764,14880,174,0,0
66,6303030,75758,0,0
12558,34082,398,0,0
4277,100070,1169,0,0
241,381743,12448,0,0
3630,0,551,0,0
17154,0,117,0,0
15457,0,129,0,0
15134,0,132,0,0
69,2797101,14493,0,0
26527,16964,188,0,0
74674,589,27,0,0
4,0,500000,0,0
5023,8760,398,0,0
81,0,12346,0,0
80,0,12500,0,0
85,0,11765,0,0
61,0,16393,0,0
4,3000000,250000,0,0
119,100840,8403,0,0
42,285714,23810,0,0
1,0,2000000,0,0
1,12000000,2000000,1,0
48,250000,41667,0,0
49,244898,40816,0,0
42,285714,47619,0,0
4,3000000,500000,0,0
24,0,41667,0,0
54,0,18519,0,0
85,0,11765,0,0
53,0,18868,0,0
66,0,15152,0,0
43,0,23256,0,0
66,0,15152,0,0
35,0,28571,0,0
56,0,17857,0,0
95,0,10526,0,0
5967304,2,1,1,0
116359215,39,0,1,0
5747089,693,2,1,0
115171390,449,0,1,0
5760109,2,1,1,0
118373382,29,0,1,0
115379258,78,0,1,0
5791207,0,1,1,0
116040663,76,0,1,0
201945,58367,79,0,0
105066,37890,67,0,0
105039,37900,67,0,0
104984,37920,67,0,0
105433,37759,57,0,0
105409,37767,66,0,0
105096,37880,67,0,0
116978134,1532,1,1,0
4920,3659,407,0,0
69711,430,72,0,0
4,4500000,750000,0,0
4,4500000,750000,0,0
50,360000,60000,0,0
5,3600000,600000,0,0
3,6000000,1000000,0,0
119642169,648,0,1,0
185460,23811,32,0,0
185353,23830,38,0,0
166106,26254,54,0,0
201093,21965,40,0,0
187172,23599,48,0,0
186769,23650,37,0,0
13570,0,147,0,0
13506,0,148,0,0
9457,0,211,0,0
9303,0,215,0,0
1441,0,1388,0,0
33878,531,59,0,0
5219451,297,1,1,0
5219978,277,1,1,0
6065407,304,1,1,0
5887709,213,1,1,0
5218699,207,1,1,0
5594310,2,1,1,0
108753,110,9,0,0
108261,111,9,0,0
108735,110,9,0,0
108703,110,9,0,0
108851,110,9,0,0
103954,40903,87,0,0
117523508,100,0,1,0
87966,52543,102,0,0
116931504,45,0,1,0
5312039,0,1,1,0
116722731,40,0,1,0
545544,8384,20,0,0
5637919,0,1,1,0
118140620,30,0,1,0
117454562,63,0,1,0
5267969,0,1,1,0
115823915,4,0,1,0
5278687,0,1,1,0
116737232,17,0,1,0
116927087,112,0,1,0
116927143,52,0,1,0
1207,0,1657,0,0
47438,27362,63,0,0
47338,27462,63,0,0
19935,0,100,0,0
47164,27542,64,0,0
47134,27560,64,0,0
3160170,0,1,1,0
27788,0,72,0,0
27760,0,72,0,0
23236,0,43,0,0
5412089,0,1,1,0
5727332,0,1,1,0
5679458,0,1,1,0
5679467,0,1,1,0
5679467,0,1,1,0
116181452,790,0,1,0
116160247,353,0,1,0
116158747,711,0,1,0
115841765,7,0,1,0
116161530,190,0,1,0
3011464,1275,2,1,0
2895330,607,1,1,0
2854373,0,1,1,0
51036,0,20,0,0
51365,0,19,0,0
50633,0,20,0,0
5922447,0,1,1,0
5921331,0,1,1,0
5920536,0,1,1,0
5922063,0,1,1,0
115771374,146,0,1,0
20,32500000,650000,1,0
48569,5394,41,0,0
267,674157,7491,0,0
47880,5764,42,0,0
133555,3429,15,0,0
283,890459,7067,0,0
397,685139,5038,0,0
23681,6250,84,0,0
50767,5279,39,0,0
23762,15992,84,0,0
209,1301435,9569,0,0
235,1906383,8511,0,0
314063,1019,6,0,0
153,1254902,13072,0,0
159392,1242,13,0,0
213,1464789,9390,0,0
133767,3065,15,0,0
219100,1844,9,0,0
606619,458,3,0,0
24015,9161,83,0,0
264,2030303,7576,0,0
381773,702,5,0,0
23911,12630,84,0,0
372,526882,5376,0,0
953,256034,2099,0,0
227,995595,8811,0,0
24015,8828,83,0,0
279,817204,7168,0,0
482990,708,4,0,0
59928,5573,33,0,0
120411,2707,17,0,0
207738,1203,10,0,0
282,609929,7092,0,0
75809,4274,26,0,0
223,1022422,8969,0,0
108552,4901,18,0,0
49992,5121,40,0,0
368796,1095,5,0,0
50575,5536,40,0,0
60054,6461,33,0,0
168784,1920,12,0,0
265,1773585,7547,0,0
263,653992,7605,0,0
199,1246231,10050,0,0
60637,6465,33,0,0
96384,2718,21,0,0
154095,4218,13,0,0
228,1070175,8772,0,0
168,1714286,11905,0,0
230,982609,8696,0,0
148,2270270,13514,0,0
24148,8117,83,0,0
216923,867,9,0,0
337,925816,5935,0,0
352,1227273,5682,0,0
333079,661,6,0,0
99,2666667,20202,0,0
23792,9583,84,0,0
211,890995,9479,0,0
242,1033058,8264,0,0
255,831373,7843,0,0
49639,3626,40,0,0
154069,1324,13,0,0
227,1136564,8811,0,0
49491,4284,40,0,0
351,803419,5698,0,0
275,1498182,7273,0,0
48569,4859,41,0,0
257,1400778,7782,0,0
122754,4122,16,0,0
315,1504762,6349,0,0
153374,1539,13,0,0
60877,4501,33,0,0
24844,10868,81,0,0
24194,6613,83,0,0
179724,2048,11,0,0
121029,2115,17,0,0
24705,16029,81,0,0
239,1665272,8368,0,0
24497,12165,82,0,0
150707,1486,13,0,0
24619,8774,81,0,0
48310,4513,41,0,0
97007,2577,21,0,0
205163,1638,10,0,0
191,1298429,10471,0,0
23998,13751,83,0,0
24585,8786,81,0,0
49294,4138,41,0,0
47138,6704,42,0,0
285,968421,7018,0,0
92200,3514,22,0,0
24253,6597,82,0,0
24521,16313,82,0,0
225,1262222,8889,0,0
24033,9986,83,0,0
239,1288703,8368,0,0
258,1573643,7752,0,0
207,1140097,9662,0,0
24286,14412,82,0,0
900,271111,2222,0,0
24339,20790,82,0,0
61985,7163,32,0,0
60848,3813,33,0,0
46910,6651,43,0,0
281,1138790,7117,0,0
24537,12634,82,0,0
59982,3868,33,0,0
173,1063584,11561,0,0
108229,3141,18,0,0
246,1178862,8130,0,0
207,772947,9662,0,0
179,1318436,11173,0,0
47795,4268,42,0,0
445,588764,4494,0,0
60353,3049,33,0,0
109139,3738,18,0,0
350,897143,5714,0,0
133674,2095,15,0,0
134426,2053,15,0,0
71834,4232,28,0,0
24991,22648,80,0,0
200,1620000,10000,0,0
197,1522843,10152,0,0
60081,3063,33,0,0
216,1500000,9259,0,0
296,1364865,6757,0,0
457,625821,4376,0,0
261,1547893,7663,0,0
133244,1921,15,0,0
48009,4166,42,0,0
186,1096774,10753,0,0
60790,4902,33,0,0
469667,596,4,0,0
24068,7313,83,0,0
213453,1415,9,0,0
47512,3620,42,0,0
80940,3385,25,0,0
71114,4500,28,0,0
140373,2123,14,0,0
226,1044248,8850,0,0
264,1333333,7576,0,0
219,785388,9132,0,0
279,1878136,7168,0,0
327,2336391,6116,0,0
92077,3019,22,0,0
288,868056,6944,0,0
389934,1375,5,0,0
331,1009063,6042,0,0
47977,5711,42,0,0
48428,4460,41,0,0
48598,5473,41,0,0
180,955556,11111,0,0
59912,4840,33,0,0
75460,2438,27,0,0
48020,5706,42,0,0
24972,7208,80,0,0
274763,1281,7,0,0
49735,6394,40,0,0
452101,920,4,0,0
47330,6043,42,0,0
202,1702970,9901,0,0
177418,2886,11,0,0
163034,2736,12,0,0
47985,5877,42,0,0
255,1411765,7843,0,0
23534,7818,85,0,0
60851,4766,33,0,0
49189,5408,41,0,0
269,1635688,7435,0,0
176805,1765,11,0,0
423,434988,4728,0,0
60541,4988,33,0,0
47442,6281,42,0,0
74342,4466,27,0,0
208,1711538,9615,0,0
76116,4598,26,0,0
262,1633588,7634,0,0
215,967442,9302,0,0
333,1123123,6006,0,0
393,1165394,5089,0,0
197,974619,10152,0,0
60065,4229,33,0,0
23917,11122,84,0,0
72325,4452,28,0,0
207219,2413,10,0,0
49133,5373,41,0,0
76050,3498,26,0,0
198,1111111,10101,0,0
168451,1425,12,0,0
201,1800995,9950,0,0
212,924528,9434,0,0
48847,4750,41,0,0
241103,1559,8,0,0
252,1460317,7937,0,0
261,1708812,7663,0,0
170488,2088,12,0,0
49497,4728,40,0,0
47896,5804,42,0,0
195383,2129,10,0,0
24990,10404,80,0,0
132334,3189,15,0,0
219,931507,9132,0,0
197976,929,10,0,0
253,1438735,7905,0,0
449639,636,4,0,0
48969,5840,41,0,0
258,1457364,7752,0,0
49170,6061,41,0,0
208741,881,10,0,0
152199,1419,13,0,0
153179,1658,13,0,0
50539,4274,40,0,0
327,764526,6116,0,0
352,778409,5682,0,0
306,816993,6536,0,0
223,206278,17937,0,0
60912264,80,0,1,0
5420504,2,1,1,0
5420932,2,1,1,0
10035675,235,0,1,0
10035411,287,0,1,0
16412,731,61,0,0
16368,733,61,0,0
694299,5987,16,0,0
5589082,627,2,1,0
76018,0,26,0,0
3,4000000,666667,0,0
30787766,717,1,1,0
30842864,45,0,1,0
96365,0,10,0,0
97986,0,10,0,0
5348637,7112,4,1,0
6054712,886,2,1,0
5947915,0,1,1,0
106254,0,9,0,0
5533845,18163,9,1,0
5496882,23067,10,1,0
5480672,16112,8,1,0
5746671,35876,15,1,0
5742074,30060,13,1,0
5804880,44644,14,1,0
105796,0,9,0,0
105934,0,9,0,0
105547,0,9,0,0
106023,0,9,0,0
105736,0,9,0,0
105853,0,9,0,0
5106787,2,1,1,0
46040366,64,0,1,0
46033693,64,0,1,0
15152,792,66,0,0
15206,789,66,0,0
12019,0,166,0,0
183217,45498,49,0,0
5343649,725,2,1,0
115783142,212,0,1,0
117027440,40,0,1,0
115036563,7,0,1,0
5268185,891,2,1,0
5352996,784,2,1,0
5514758,761,2,1,0
6772638,187,1,1,0
113370178,163,0,1,0
111447,108,18,0,0
159704,75,13,0,0
256919,144,4,0,0
512969,72,2,0,0
280979,132,4,0,0
561054,66,2,0,0
1027740,36,1,1,0
1124156,33,1,1,0
130981,92,15,0,0
430415,216,7,0,0
266811,139,4,0,0
532899,69,2,0,0
2051984,18,0,1,0
608323,20,3,0,0
1002006,37,1,1,0
1065982,35,1,1,0
2243586,16,0,1,0
2004229,18,0,1,0
2131880,17,0,1,0
4111992,9,0,1,0
4492631,8,0,1,0
4271917,9,0,1,0
4008014,9,0,1,0
5845145,0,1,1,0
47917486,47,0,1,0
63426349,35,0,1,0
5101083,0,1,1,0
5101091,0,1,1,0
48907567,45,0,1,0
60951732,36,0,1,0
38727,0,26,0,0
36918,0,27,0,0
79878,57450,88,0,0
82007,55288,110,0,0
3,0,666667,0,0
11569,2075,259,0,0
115643809,13,0,1,0
61667111,810,1,1,0
5851809,0,1,1,0
5851745,0,1,1,0
60723004,37,0,1,0
5492988,0,1,1,0
60591212,11,0,1,0
5478545,0,1,1,0
5478561,0,1,1,0
60791042,12,0,1,0
60790166,12,0,1,0
60790145,12,0,1,0
60791024,12,0,1,0
5761983,0,1,1,0
115195985,43,0,1,0
115048200,7,0,1,0
115763928,7,0,1,0
115692450,7,0,1,0
5643790,0,1,1,0
5916995,1027,2,1,0
5916959,1027,2,1,0
115341028,146,0,1,0
115145456,27,0,1,0
5752860,0,1,1,0
115203513,6,0,1,0
10762405,974,1,1,0
12481697,5947,3,1,0
5720975,0,1,1,0
5792506,0,1,1,0
5720975,0,1,1,0
5792567,0,1,1,0
32282,0,31,0,0
32043,0,31,0,0
10663621,1024,1,1,0
10568270,957,1,1,0
10527566,951,1,1,0
10913241,1391,1,1,0
10707804,957,1,1,0
11616235,1707,1,1,0
32016,0,31,0,0
31948,0,31,0,0
32149,0,31,0,0
32108,0,31,0,0
32229,0,31,0,0
32208,0,31,0,0
4927,0,406,0,0
49045,24488,61,0,0
8487,0,236,0,0
116388,21635,26,0,0
6451,0,310,0,0
49135,24606,61,0,0
5951,0,336,0,0
52680,24108,57,0,0
60088010,94,0,1,0
105229,524304,238,0,0
101971,541036,245,0,0
227261,5918,13,0,0
16922,0,118,0,0
17164,0,117,0,0
50381,27629,60,0,0
23863,0,42,0,0
23903,0,42,0,0
331364,181682,91,0,0
513313,17181,16,0,0
23665,0,42,0,0
13170,0,152,0,0
2542479,319,2,1,0
5470715,0,1,1,0
5471144,0,1,1,0
115910968,11,0,1,0
115911074,11,0,1,0
5862048,787,2,1,0
50979955,156,0,1,0
117148777,49,0,1,0
280166,11736,14,0,0
23187,0,86,0,0
629830,10504,16,0,0
5244141,949,2,1,0
4,13300000,500000,1,0
1888914,8651,6,1,0
2208020,0,1,1,0
103718,0,10,0,0
103718,0,10,0,0
474,565401,4219,0,0
159705,4295,119,0,0
2,1040000000,1000000,1,0
27533,672030,545,0,0
130,138462,7692,0,0
1014491,18,3,1,0
1757806,3387,9,1,0
117,418803,25641,0,0
346,1144509,5780,0,0
1466022,6622,27,1,0
143,83916,6993,0,0
1436410,6580,27,1,0
184,65217,5435,0,0
1045134,17,3,1,0
62128041,4,0,1,0
10107553,1042,1,1,0
115694316,565,0,1,0
21,31000000,619048,1,0
295,908475,6780,0,0
313,830671,6390,0,0
124874,3524,16,0,0
238,1882353,8403,0,0
59660,6571,34,0,0
83822,3794,24,0,0
23888,13061,84,0,0
70126,4877,29,0,0
83979,3787,24,0,0
64699,5595,31,0,0
24226,12879,83,0,0
23689,17392,84,0,0
60674,4615,33,0,0
24004,17164,83,0,0
46967,6132,43,0,0
59877,6547,33,0,0
47977,5961,42,0,0
24181,21339,83,0,0
293,1378840,6826,0,0
24448,16361,82,0,0
47069,6714,42,0,0
258,1294574,7752,0,0
23937,9609,84,0,0
209,1531100,9569,0,0
235,1531915,8511,0,0
24288,10705,82,0,0
200,1180000,10000,0,0
24364,16418,82,0,0
379,839050,5277,0,0
24623,16245,81,0,0
263,1034221,7605,0,0
227,792952,8811,0,0
18924,5073,53,0,0
26574,3613,38,0,0
5747828,731,2,1,0
65707807,113,0,1,0
96338835,780,0,1,0
119422,100,17,0,0
260959,142,4,0,0
5081279,0,1,1,0
115476006,6,0,1,0
60448673,110,0,1,0
5318404,653,2,1,0
61006450,86,0,1,0
5583967,611,2,1,0
221383,194,9,0,0
60695390,12,0,1,0
1228801,6223,7,1,0
5798593,1000,2,1,0
65934,0,15,0,0
60996,82464,148,0,0
304127,201390,128,0,0
79860,67055,125,0,0
22537,1065,133,0,0
5449500,0,1,1,0
115856574,11,0,1,0
1802783,3270,9,1,0
49,755102,40816,0,0
4,3000000,500000,0,0
219,968037,9132,0,0
357,829132,5602,0,0
1134,5557319,7937,0,0
1071,5884220,8403,0,0
601191,32668,50,0,0
940962,21346,47,0,0
195,1415385,10256,0,0
184,1500000,10870,0,0
169,1928994,11834,0,0
210,1057143,9524,0,0
179,1821229,11173,0,0
186,1483871,10753,0,0
195,1138462,10256,0,0
261,1249042,7663,0,0
238,1159664,8403,0,0
211,1308057,9479,0,0
177,1254237,11299,0,0
177,903955,11299,0,0
445,1595506,4494,0,0
418,1698565,4785,0,0
179,893855,11173,0,0
200,800000,10000,0,0
190,1168421,10526,0,0
111,108108,9009,0,0
183,1508197,10929,0,0
110,109091,9091,0,0
138,2362319,14493,0,0
178,1550562,11236,0,0
260,853846,7692,0,0
184,869565,10870,0,0
192,833333,10417,0,0
177,1254237,11299,0,0
225,711111,8889,0,0
320,1018750,6250,0,0
217,1271889,9217,0,0
242,917355,8264,0,0
190,1715789,10526,0,0
187,1475936,10695,0,0
168,1642857,11905,0,0
224,714286,8929,0,0
177,1559322,11299,0,0
759,4426877,2635,0,0
779,4313222,2567,0,0
177,903955,11299,0,0
181,1524862,11050,0,0
236,940678,8475,0,0
9987,1992290,1402,0,0
130971,4703,153,0,0
1,617000000,2000000,1,0
51,0,19608,0,0
3,4000000,666667,0,0
60185,3290,33,0,0
24144,13502,83,0,0
94546,1015,11,0,0
64025711,3,0,1,0
18,36100000,722222,1,0
633,2053712,15798,0,0
94,127660,21277,0,0
224706,26986,36,0,0
48050,3184,21,0,0
133011,1887,8,0,0
402,597015,2488,0,0
218443,1025,5,0,0
95862,1596,10,0,0
119810,1544,8,0,0
59505,2017,17,0,0
168247,1094,6,0,0
59616,2114,17,0,0
23428,7043,43,0,0
60210,2159,17,0,0
605699,370,2,0,0
23637,5584,42,0,0
23594,7417,42,0,0
313570,580,3,0,0
381351,409,3,0,0
158177,1100,6,0,0
23270,4125,43,0,0
23307,6865,43,0,0
23432,12376,43,0,0
548,262774,1825,0,0
207318,675,5,0,0
50316,3100,20,0,0
46821,4806,21,0,0
470,317021,2128,0,0
482510,400,2,0,0
50117,2714,20,0,0
153522,2260,7,0,0
133143,1705,8,0,0
23334,4200,43,0,0
23701,5738,42,0,0
215798,825,5,0,0
153605,885,7,0,0
49068,2772,20,0,0
49006,2000,20,0,0
436,362385,2294,0,0
48070,2039,21,0,0
47553,3428,21,0,0
24020,7286,42,0,0
60467,2183,17,0,0
149513,1478,7,0,0
24194,9093,41,0,0
95909,2409,10,0,0
24328,6453,41,0,0
4916703,80,0,1,0
122253,2249,8,0,0
448,453125,2232,0,0
203897,1202,5,0,0
152962,915,7,0,0
23760,4293,42,0,0
179216,1149,6,0,0
23573,5769,42,0,0
23811,4284,42,0,0
46700,3683,21,0,0
48843,3747,20,0,0
23495,6044,43,0,0
516,333333,1938,0,0
61468,3970,16,0,0
23818,10244,42,0,0
24144,5384,41,0,0
20455940,23,0,1,0
24055,9021,42,0,0
23810,8274,42,0,0
596,300336,1678,0,0
107555,1785,9,0,0
108667,2080,9,0,0
60483,2282,17,0,0
23901,9958,42,0,0
24406,11636,41,0,0
464,551724,2155,0,0
47381,3862,21,0,0
71434,2240,14,0,0
59911,1903,17,0,0
59656,1911,17,0,0
46442,3531,22,0,0
132562,1841,8,0,0
499,513026,2004,0,0
59458,2321,17,0,0
47053,3549,21,0,0
60397,2020,17,0,0
23426,4696,43,0,0
47590,2564,21,0,0
468489,480,2,0,0
502,344622,1992,0,0
91623,1757,11,0,0
139965,1222,7,0,0
212968,812,5,0,0
48012,2041,21,0,0
80531,1366,12,0,0
132061,1658,8,0,0
70366,2586,14,0,0
450,426667,2222,0,0
47563,3343,21,0,0
46921,3517,21,0,0
75722,1585,13,0,0
48432,3200,21,0,0
47472,3434,21,0,0
441,358277,2268,0,0
99076,3240,20,0,0
73672,2552,14,0,0
273655,935,4,0,0
451584,509,2,0,0
24509,6202,41,0,0
131789,1768,8,0,0
219286,1272,9,0,0
46869,3648,21,0,0
169948,1177,6,0,0
59505,2806,17,0,0
59637,2498,17,0,0
206710,1316,5,0,0
194923,1180,5,0,0
425,360000,2353,0,0
60090,2879,17,0,0
47598,3340,21,0,0
167973,845,6,0,0
48721,2627,21,0,0
71534,2558,14,0,0
24544,4563,41,0,0
47492,3390,21,0,0
75043,1519,13,0,0
240669,652,4,0,0
23131,4928,43,0,0
176916,1571,6,0,0
449135,367,2,0,0
151868,1541,7,0,0
208289,715,5,0,0
197556,754,5,0,0
48713,3510,21,0,0
50103,2156,20,0,0
511,448141,1957,0,0
116240,1970,9,0,0
69629,5400,14,0,0
23560,5772,42,0,0
23628,7110,42,0,0
59616,2768,17,0,0
47748,3330,21,0,0
23678,7518,42,0,0
60236,2590,17,0,0
124367,1922,8,0,0
23451,4946,43,0,0
69615,2772,14,0,0
59379,2189,17,0,0
433,376443,2309,0,0
83395,2170,12,0,0
23353,9763,43,0,0
64279,3158,16,0,0
46629,3689,21,0,0
23963,9056,42,0,0
23561,4839,42,0,0
23806,10334,42,0,0
23896,9290,42,0,0
1586099,1229,25,1,0
63,285714,47619,0,0
300843,22507,37,0,0
203,1320197,9852,0,0
3677357,210,2,1,0
1311610,7365,27,1,0
196,61224,5102,0,0
1268798,7412,28,1,0
155,77419,6452,0,0
1005410,18,3,1,0
1849238,3248,10,1,0
6,2000000,166667,0,0
4,31000000,500000,1,0
5,3600000,600000,0,0
40,450000,25000,0,0
79,227848,12658,0,0
97,185567,10309,0,0
64,281250,15625,0,0
4,31000000,500000,1,0
68,0,14706,0,0
49,0,61224,0,0
228,0,4386,0,0
8,15500000,250000,1,0
111799626,141,0,1,0
111792459,85,0,1,0
51,352941,19608,0,0
76,236842,13158,0,0
1,18000000,1000000,1,0
870862,5343,10,0,0
95049,0,11,0,0
645734,7204,14,0,0
95134,0,21,0,0
203,1389163,9852,0,0
998651,18,3,0,0
85,141176,23529,0,0
62270507,5,0,1,0
24752756,1,0,1,0
70343,10065,28,0,0
244,2327869,8197,0,0
1417031,6817,25,1,0
10,1200000,100000,0,0
144,83333,6944,0,0
1459129,6445,24,1,0
142,84507,7042,0,0
1020320,18,3,1,0
55499221,1,0,1,0
8,2250000,125000,0,0
45732745,1,0,1,0
110148521,29,0,1,0
17,0,58824,0,0
71,0,14085,0,0
36,0,27778,0,0
52,230769,19231,0,0
50,240000,20000,0,0
4,9250000,750000,0,0
74,0,13514,0,0
70,0,14286,0,0
100,120000,10000,0,0
53,0,18868,0,0
55,0,18182,0,0
50,0,20000,0,0
22,0,45455,0,0
51,0,19608,0,0
57,0,17544,0,0
64,0,15625,0,0
54,0,18519,0,0
54,0,18519,0,0
3,0,666667,0,0
264,22727,7576,0,0
2,15500000,1000000,1,0
33,0,30303,0,0
1,31000000,2000000,1,0
2,15500000,1500000,1,0
27737,1118,108,0,0
9982,4909,301,0,0
1616,30322,1856,0,0
59,203390,16949,0,0
34,352941,29412,0,0
36,333333,27778,0,0
74,162162,13514,0,0
77,155844,12987,0,0
45,266667,22222,0,0
29,413793,34483,0,0
72,166667,13889,0,0
67,179104,14925,0,0
65,184615,15385,0,0
55,218182,18182,0,0
66,181818,15152,0,0
67,179104,14925,0,0
56,0,17857,0,0
57,0,17544,0,0
57,0,17544,0,0
4,21500000,750000,1,0
91,2120879,10989,0,0
101,1910891,9901,0,0
3,10300000,666667,1,0
108731,166,18,0,0
1,31000000,2000000,1,0
20,0,50000,0,0
3,12300000,666667,1,0
47,0,21277,0,0
75,0,13333,0,0
227,52863,8811,0,0
60,0,16667,0,0
76,157895,13158,0,0
1,12000000,2000000,1,0
1,12000000,2000000,1,0
4,3000000,500000,0,0
252,47619,7937,0,0
3,4000000,666667,0,0
1,12000000,2000000,1,0
3,4000000,666667,0,0
201,59701,9950,0,0
3,4000000,666667,0,0
4,3000000,500000,0,0
245,48980,8163,0,0
227,52863,8811,0,0
4,3000000,500000,0,0
4,3000000,500000,0,0
4,3000000,500000,0,0
233,51502,8584,0,0
0,0,0,0,0
3,4000000,666667,0,0
1546,7762,1294,0,0
3,4000000,666667,0,0
1,12000000,2000000,1,0
1,12000000,2000000,1,0
2,6000000,1000000,0,0
4,3000000,500000,0,0
3,4000000,666667,0,0
4,3000000,500000,0,0
221,54299,9050,0,0
3,4000000,666667,0,0
56,0,17857,0,0
29,0,34483,0,0
86,0,11628,0,0
24,0,41667,0,0
58,0,17241,0,0
1878,0,1065,0,0
66,0,15152,0,0
30,0,33333,0,0
53,0,18868,0,0
35,342857,28571,0,0
846,484634,5910,0,0
47837,753,42,0,0
4,9250000,500000,0,0
51607,1730153,794,0,0
55,0,18182,0,0
53,0,18868,0,0
38,315789,26316,0,0
7,1714286,142857,0,0
36,0,27778,0,0
71,169014,14085,0,0
63,190476,15873,0,0
3,0,666667,0,0
14,0,71429,0,0
255330,168,4,0,0
105361258,0,1,1,0
3,0,666667,0,0
3,0,666667,0,0
29,0,34483,0,0
313,137380,9585,0,0
307,39088,6515,0,0
2,15500000,1000000,1,0
248,358871,12097,0,0
4,20800000,750000,1,0
5,16600000,600000,1,0
5,16600000,600000,1,0
41,292683,48780,0,0
4,3000000,500000,0,0
38,315789,52632,0,0
1,12000000,2000000,1,0
3,4000000,666667,0,0
3,4000000,666667,0,0
48,250000,41667,0,0
1,12000000,2000000,1,0
235,51064,8511,0,0
3,4000000,666667,0,0
24281,9308,82,0,0
24463,10220,82,0,0
1095,263014,1826,0,0
31368,10201,64,0,0
62571,3995,32,0,0
62935,4354,32,0,0
308,811688,6494,0,0
7565,2357171,1586,0,0
122731,5019,163,0,0
1,617000000,2000000,1,0
49,0,20408,0,0
1,0,2000000,0,0
175,262857,22857,0,0
60913632,21,0,1,0
